Year,Util,WSID,County,Population,Own.Source,Imported,Exported,Supplied,Billed.Metered,Billed.Unmetered,Unbilled.Metered,Unbilled.Unmetered,Authorized.Consumption,Water.Losses,Apparent.Losses,Real.Losses,Non.Revenue.Water,Length.of.Mains,Service.COnnections,Pressure,Operating.Cost,Unit.Cost,Production.Cost,UARL,Apparent.Losses.Cost,Real.Losses.Cost,VPC.CRUC,Non.Rev.Water.as...Volume,Non.Rev.Water.as...Op.Cost,Apparent.Losses.per.connection.per.day,Real.Losses.per.connection.per.day,Real.Losses.per.length.per.day,CARL,ILI,Data.Validity,PA.1,PA.2,PA.3
2019,Adairsville,GA0150000,Bartow,7306,573.63,0,59.6753,513.4066676758503,284.4177,0.132,0.17978,6.417583345948128,291.14706334594814,222.25960432990212,10.0855005867154,212.17410374318672,228.85696767585023,88.3,3090,60,1964979.21,5.49,332.12,20.6123457,55369.4,70467.26,VPC,0.4457615806040598,0.06515477477785173,8.942235746522499,188.12262600805667,NA,212.17410374318672,10.29354479258451,73.97900979274439,Unbilled metered,Systematic data handling errors,Customer metering inaccuracies
2019,Adel,GA0750000,Cook,5317,357.578,NA,NA,357.578,295.668,NA,2.04,4.4697249999999995,302.177725,55.400274999999965,4.64026651515152,50.76000848484844,61.90999999999996,74.2,2452,54,927123,2.5,3.51,15.16136562,11600.67,126900.02,CRUC,0.17313704981850103,0.16694117177548168,5.184771185000246,56.71636068386829,NA,50.76000848484844,3.3479839321260587,64.1470588235294,Volume from own sources,Unbilled metered,Variable production cost (applied to Real Losses)
2019,Alamo,GA3090000,Wheeler,3628,140.015,NA,NA,142.87244897959184,105.496,NA,NA,1.785905612244898,107.2819056122449,35.59054336734694,5.0165877891156505,30.57395557823129,37.376448979591835,25,358,45,158562.25,3.88,236.38,NA,19464.36,7227.07,VPC,0.26160711352355104,0.17099646738094018,38.39127411889225,NA,3350.5704743267165,30.57395557823129,NA,49.684967320261435,Volume from own sources,Customer metering inaccuracies,Billed metered
2019,Albany,GA0950000,Dougherty,87261,4539.81,0,0,4692.31007751938,3781.31,0,43.28,40.86,3865.45,826.8600775193795,99.23690733665563,727.6231701827238,911.0000775193796,676.5,38671,55,8700075,5.31,200.27,189.919838625,526947.98,145721.09,VPC,0.1941474588143556,0.07925446482359469,7.030641511950702,51.54995054399716,NA,727.6231701827238,3.831212028457061,66.19425058158858,Volume from own sources,Customer metering inaccuracies,Billed metered
2019,Alma,GA0050000,Bacon,4700,206.609,0,0,210.6106014271152,155.932,0,16.456,20.275,192.663,17.947601427115217,3.541554473110925,14.406046954004292,54.67860142711522,48,1958,60,334111,3.29,191.04,12.119022,11651.71,2752.13,VPC,0.2596194163855399,0.06411323083235189,4.955510197868842,20.15762093554269,NA,14.406046954004292,1.1887136564323666,64.94514037214492,Variable production cost (applied to Real Losses),Unbilled metered,Total annual cost of operating water system
2019,Americus,GA2610000,Sumter,17041,884.349,0,0,882.1320000000001,641.49,NA,NA,11.026650000000002,652.51665,229.61535000000003,23.648951907216485,205.96639809278355,240.642,176.4,7596,63,2787235.5,3.88,272.72,48.14518338000001,91720.1,56170.27,VPC,0.2727959080953871,0.05413877261594222,8.529706300798722,74.28798072986632,NA,205.96639809278355,4.278027076294075,55.52054631766463,Volume from own sources,Customer metering inaccuracies,Billed metered
2019,Ashburn,GA2870000,Turner,6760,234.162,0,0,292.7025,149.184,0,12.475,3.65878125,165.31778125,127.38471875,15.162020597826093,112.2226981521739,143.5185,45,2600,47.5,603329,2.66,360.11,10.982439375000002,40330.97,40412.52,VPC,0.49032208471058497,0.14345974847510107,15.976839407614428,118.25363345856049,NA,112.2226981521739,10.21837629330632,51.024509803921575,Volume from own sources,Master meter error adjustment,Customer metering inaccuracies
2019,Athens-Clarke County,GA0590000,Clarke,128584,4641.29,NA,NA,4495.631538163502,4090.399738,NA,56.388478,56.19539422704378,4202.983610227044,292.6479279364585,63.351827846974125,229.29610008948436,405.2318001635022,809.9,43465,95.2,8619472,7.56,318.56,378.79868513200006,478914.15,73045.04,VPC,0.0901390153359949,0.06819723342279554,3.993250929150939,14.45320357519493,NA,229.29610008948436,0.6053244350876812,81.84313725490195,Billed metered,Customer metering inaccuracies,Volume from own sources
2019,Atlanta,GA1210001,Fulton,1200000,31320.78,4676.82,1087.713,34741.291267644345,25807.495244893,1.6,0,434.26614084555433,26243.361385738554,8497.929881905791,1259.0605764263887,7238.869305479402,8932.196022751346,2863,204757,102.8,136936228,6.61,361.52,1733.60570236,8322390.41,2616996.03,VPC,0.2571060457695244,0.08103321158177243,16.8467062484075,96.8588065128374,NA,7238.869305479402,4.1756146138795875,73.81920047293154,Customer metering inaccuracies,Variable production cost (applied to Real Losses),Billed metered
2019,Auburn,GA0130000,Barrow,7603,0,179.754,0,179.3057356608479,174.262,0,0,2.2413216957605986,176.5033216957606,2.8024139650872826,1.3206662063200176,1.481747758767265,5.043735660847881,79,2921,50.3,1516863,7.53,533.7,15.89088163,9944.62,790.81,VPC,0.02812924886233408,0.00786598308579697,1.238707147880504,1.3897921604697818,NA,1.481747758767265,0.09324515739705154,81.60476586311995,Water imported,Unauthorized consumption,Systematic data handling errors
